year,fips,mean_une,qt_bartik_sa,statecode,date,constant,infl_reg,rp,u_sum_10,rp_sum_10,u_sum_20,rp_sum_20,u_sum_30,rp_sum_30,u_sum_40,rp_sum_40,u_sum_20_90,rp_sum_20_90,u_sum_20_95,rp_sum_20_95,infl_reg_sign,infl_reg_time_agg,d20_qt_bartik_sa,L4_d20_qt_bartik_sa,L4_rp,L4_mean_une,u_sum_var
2001,08,5,258.33524,Colorado,2001q4,1,6.8657236,109.83984,59.380638,1150.7421,99.93399,2098.0054,137.37315,2961.3135,196.49109,3755.1443,48.475296,980.45325,70.604088,1453.1094,-6.8657236,-1.7164309,-1.2509766,.14990234,107.74096,2.7,196.49109
2002,08,5.5,257.95007,Colorado,2002q1,1,5.4005442,110.09437,59.753307,1151.4233,98.864647,2099.8093,139.55388,2963.188,198.84399,3758.7056,48.747623,980.95813,70.359428,1454.0992,-5.4005442,-1.350136,-1.7497559,.0077514648,108.97014,2.8666666,198.84399
2002,08,5.5999999,257.6543,Colorado,2002q2,1,4.4300098,109.63343,59.594543,1151.5812,97.224922,2100.9363,141.4735,2964.9856,200.62643,3762.0706,48.486542,981.17139,69.551674,1454.6809,-4.4300098,-1.1075025,-2.1166077,-.37094116,109.12013,3.3,200.62643
2002,08,5.5666666,257.43546,Colorado,2002q3,1,2.1126699,110.17574,59.242729,1152.1017,95.658478,2102.4939,143.60739,2967.7324,202.21439,3766.2458,48.113697,981.91357,68.67981,1455.7582,-2.1126699,-.52816749,-2.3995361,-.75863647,109.99856,4.0999999,202.21439
2002,08,5.6666665,257.27426,Colorado,2002q4,1,2.8136575,109.86279,58.800453,1152.0028,94.327988,2103.4033,145.91978,2970.1399,203.65134,3769.7834,47.768887,982.1181,67.892723,1456.2704,-2.8136575,-.70341438,-2.6547546,-1.2509766,109.83984,5,203.65134
2003,08,5.9000001,257.07016,Colorado,2003q1,1,1.7756449,109.83565,58.041668,1152.3837,93.046616,2104.7031,148.20383,2973.1814,204.75653,3773.959,47.298977,982.703,67.030655,1457.1672,-1.7756449,-.44391122,-3.045929,-1.7497559,110.09437,5.5,204.75653
2003,08,6.0999999,256.76526,Colorado,2003q2,1,4.5493779,110.92979,56.888802,1153.1538,91.734741,2105.9448,150.25063,2976.4036,205.4588,3778.3911,46.550007,983.36847,65.973198,1458.0969,-4.5493779,-1.1373445,-3.2717285,-2.1166077,109.63343,5.5999999,205.4588
2003,08,6.0333333,256.55411,Colorado,2003q3,1,2.9706333,110.05147,55.311245,1152.9821,90.589272,2106.075,151.99275,2978.6594,205.76541,3782.054,45.55233,982.88904,64.816841,1457.9155,-2.9706333,-.74265832,-3.3773499,-2.3995361,110.17574,5.5666666,205.76541
2003,08,5.8666668,256.5376,Colorado,2003q4,1,2.0850954,109.54087,53.664509,1153.7157,90.072098,2107.9385,153.57326,2981.7729,205.85258,3787.1855,44.602985,983.45819,63.920753,1459.0195,-2.0850954,-.52127385,-3.355011,-2.6547546,109.86279,5.6666665,205.85258
2004,08,5.7333331,256.58844,Colorado,2004q1,1,2.14855,109.57198,52.07906,1155.2712,90.481445,2110.1211,155.26413,2985.7813,205.81914,3793.0779,43.846817,984.62561,63.487518,1460.6241,-2.14855,-.53713751,-3.1929932,-3.045929,109.83565,5.9000001,205.81914
2004,08,5.5,256.58847,Colorado,2004q2,1,.47210774,109.88691,50.340958,1157.3019,91.738457,2111.8855,157.10677,2989.646,205.51866,3799.3723,43.260136,985.82764,63.482521,1462.1019,-.47210774,-.11802693,-2.9720459,-3.2717285,110.92979,6.0999999,205.51866
2004,08,5.3333335,256.56412,Colorado,2004q3,1,2.5891666,110.5804,48.579815,1159.2368,93.571022,2113.8982,159.12971,2993.5244,205.1163,3805.3171,42.916168,986.89471,63.866272,1463.5659,-2.5891666,-.64729166,-2.9013672,-3.3773499,110.05147,6.0333333,205.1163
2004,08,5.3000002,256.60526,Colorado,2004q4,1,3.4342999,110.27836,46.908939,1160.0065,95.835808,2115.4094,161.24283,2996.7678,204.67754,3810.7256,42.755638,987.33649,64.553207,1464.4557,-3.4342999,-.85857499,-2.9593201,-3.355011,109.54087,5.8666668,204.67754
2005,08,5.1999998,256.72147,Colorado,2005q1,1,3.5969489,110.16271,45.465885,1161.0376,98.484314,2117.7554,163.28766,3000.6938,204.11197,3817.1755,42.66293,988.23926,65.454781,1465.9353,-3.5969489,-.89923722,-2.9100952,-3.1929932,109.57198,5.7333331,204.11197
2005,08,5.0666666,256.67203,Colorado,2005q2,1,3.8183444,110.07784,44.350433,1162.0675,101.39689,2120.4417,165.23225,3004.6292,203.53017,3823.6917,42.691299,989.40051,66.568802,1467.7025,-3.8183444,-.95458609,-2.8968811,-2.9720459,109.88691,5.5,203.53017
2005,08,4.8333335,256.65045,Colorado,2005q3,1,3.7590184,110.25992,43.539268,1163.2655,104.52811,2123.5657,167.05997,3009.0073,202.94339,3830.1948,42.879066,990.83344,67.905724,1469.7938,-3.7590184,-.93975461,-2.8557434,-2.9013672,110.5804,5.3333335,202.94339
2005,08,4.6666665,256.73657,Colorado,2005q4,1,5.4670849,110.65546,43.19677,1164.1827,107.89938,2126.6726,168.94456,3013.4524,202.45255,3836.48,43.342918,992.24341,69.546669,1471.8635,-5.4670849,-1.3667712,-2.7991333,-2.9593201,110.27836,5.3000002,202.45255
2006,08,4.4333334,256.87628,Colorado,2006q1,1,5.534997,110.82774,43.441208,1164.6886,111.33672,2129.5288,170.79463,3017.8643,202.01361,3842.8113,44.023224,993.388,71.389656,1473.6769,-5.534997,-1.3837492,-2.6190491,-2.9100952,110.16271,5.1999998,202.01361
2006,08,4.3000002,256.82178,Colorado,2006q2,1,4.4626207,110.84956,44.556866,1165.9598,114.77185,2132.1826,172.57855,3022.749,201.82826,3848.7366,44.99786,994.45984,73.45578,1475.3796,-4.4626207,-1.1156552,-2.2988586,-2.8968811,110.07784,5.0666666,201.82826
2006,08,4.1999998,256.81674,Colorado,2006q3,1,3.9396098,111.18013,46.662571,1166.9838,118.29457,2135.2256,174.19466,3027.8755,201.73112,3855.0632,46.216763,995.68365,75.735138,1477.3171,-3.9396098,-.98490244,-1.9193726,-2.8557434,110.25992,4.8333335,201.73112
2006,08,3.9000001,256.82669,Colorado,2006q4,1,2.9320931,111.72258,49.674355,1167.2317,121.95389,2137.7954,175.48424,3033.1318,201.55559,3861.1768,47.68222,996.65088,78.239738,1478.9341,-2.9320931,-.73302329,-1.5085449,-2.7991333,110.65546,4.6666665,201.55559
2007,08,3.6333334,256.82013,Colorado,2007q1,1,3.4466791,111.94594,53.38134,1167.541,125.87138,2140.168,176.71997,3037.79,201.52519,3867.4167,49.631683,997.17126,81.156082,1480.2076,-3.4466791,-.86166978,-1.1299438,-2.6190491,110.82774,4.4333334,201.52519
2007,08,3.5666666,256.7037,Colorado,2007q2,1,3.3038235,111.41046,57.666439,1167.8254,129.98875,2142.3679,178.01572,3042.3835,201.4294,3873.3054,52.077839,997.50555,84.458839,1481.3258,-3.3038235,-.82595587,-.95059204,-2.2988586,110.84956,4.3000002,201.4294
2007,08,3.8,256.64258,Colorado,2007q3,1,2.1898923,111.35352,62.423927,1169.2227,134.07877,2145.5117,179.2193,3048.3184,201.48921,3879.9695,54.849602,998.52844,87.945839,1483.2336,-2.1898923,-.54747307,-.7928772,-1.9193726,111.18013,4.1999998,201.48921
2007,08,4.0666666,256.63513,Colorado,2007q4,1,2.1247942,111.21152,67.144493,1170.9121,137.72902,2148.5825,180.07603,3054.2422,201.49228,3887.0425,57.633606,999.70404,91.263214,1485.2301,-2.1247942,-.53119856,-.63912964,-1.5085449,111.72258,3.9000001,201.49228
2008,08,4.2666669,256.68362,Colorado,2008q1,1,2.0411172,111.29102,71.70369,1173.121,140.84685,2152.1785,180.52412,3060.1877,,,60.38607,1001.2203,94.34304,1487.6355,-2.0411172,-.5102793,-.38653564,-1.1299438,111.94594,3.6333334,
2008,08,4.5333333,256.47394,Colorado,2008q2,1,4.1988935,111.1707,76.076775,1175.4224,143.57611,2155.9585,180.62682,3066.0032,,,63.189716,1002.8507,97.278839,1490.1836,-4.1988935,-1.0497234,-.2913208,-.95059204,111.41046,3.5666666,
2008,08,5,256.33054,Colorado,2008q3,1,6.6012387,111.14739,80.073929,1177.9976,145.81816,2160.2544,180.33784,3072.4207,,,65.972115,1004.8489,99.980911,1493.1483,-6.6012387,-1.6503097,-.22357178,-.7928772,111.35352,3.8,
2008,08,5.6999998,256.03305,Colorado,2008q4,1,5.1283522,112.18046,83.338623,1180.5594,147.25706,2165.2832,179.59926,3078.6011,,,68.492455,1007.1937,102.17863,1496.5853,-5.1283522,-1.282088,-.50454712,-.63912964,111.21152,4.0666666,
2009,08,6.6333332,255.25002,Colorado,2009q1,1,3.1044602,111.91692,85.838783,1182.5283,147.649,2169.5552,178.09682,3084.1992,,,70.462379,1008.6864,103.59982,1499.2194,-3.1044602,-.77611506,-1.3384247,-.38653564,111.29102,4.2666669,
2009,08,7.5,254.34769,Colorado,2009q2,1,.036143709,111.41694,87.421448,1184.5957,146.61142,2174.594,175.43924,3090.1858,,,71.541222,1010.7059,103.89825,1502.4701,-.036143709,-.0090359272,-2.2407837,-.2913208,111.1707,4.5333333,
2009,08,7.9000001,253.94919,Colorado,2009q3,1,-.26081687,112.08778,88.054222,1187.5479,144.27892,2180.0732,171.70671,3097.4146,,,71.716148,1013.488,103.12087,1506.3676,.26081687,.065204218,-2.6149292,-.22357178,111.14739,5,
2009,08,8.1999998,253.83171,Colorado,2009q4,1,1.6354964,112.30628,88.168762,1189.8843,141.27348,2185.0557,167.16266,3103.8289,,,71.429619,1015.8525,101.77399,1509.819,-1.6354964,-.40887409,-2.7735443,-.50454712,112.18046,5.6999998,
2010,08,8.6000004,253.78094,Colorado,2010q1,1,3.5047469,112.93545,87.830719,1192.4452,137.74382,2190.7034,162.36827,3110.2827,,,70.749542,1018.3612,99.956779,1513.5879,-3.5047469,-.87618673,-2.9405212,-1.3384247,111.91692,6.6333332,
2010,08,8.7666664,253.83691,Colorado,2010q2,1,5.1701126,113.17936,86.813889,1194.2162,133.63815,2195.6287,157.31866,3116.478,,,69.529198,1020.4283,97.563126,1516.8306,-5.1701126,-1.2925282,-2.8351135,-2.2407837,111.41694,7.5,
2010,08,8.833333,253.92932,Colorado,2010q3,1,4.3916903,113.57626,85.286842,1196.1466,129.15907,2200.1575,,,,,67.963753,1022.4241,94.796364,1519.899,-4.3916903,-1.0979226,-2.7211304,-2.6149292,112.08778,7.9000001,
2010,08,8.8000002,254.04552,Colorado,2010q4,1,4.6724091,113.74262,83.43586,1197.9486,124.40382,2204.2095,,,,,66.125992,1024.1829,91.742111,1522.6581,-4.6724091,-1.1681023,-2.6910553,-2.7735443,112.30628,8.1999998,
2011,08,8.6333332,254.18657,Colorado,2011q1,1,5.6026397,113.88544,81.328529,1199.9935,119.49789,2208.6006,,,,,64.100807,1026.0214,88.502426,1525.5917,-5.6026397,-1.4006599,-2.6897125,-2.9405212,112.93545,8.6000004,
2011,08,8.3000002,254.23256,Colorado,2011q2,1,5.8550701,113.8159,78.976357,1202.6517,114.73801,2212.5317,,,,,62.039829,1027.8521,85.279617,1528.3715,-5.8550701,-1.4637675,-2.5892181,-2.8351135,113.17936,8.7666664,
2011,08,8.1999998,254.39313,Colorado,2011q3,1,7.0347753,114.28532,76.54525,1205.668,110.21223,2217.0154,,,,,60.112133,1030.0289,82.214218,1531.5645,-7.0347753,-1.7586938,-2.4236145,-2.7211304,113.57626,8.833333,
2011,08,8.1999998,254.49129,Colorado,2011q4,1,5.1911373,114.07799,73.647957,1208.746,105.52366,2221.1411,,,,,58.048912,1031.9369,78.997093,1534.4626,-5.1911373,-1.2977843,-2.3354034,-2.6910553,113.74262,8.8000002,
2012,08,8.1000004,254.69968,Colorado,2012q1,1,3.6649046,114.47476,70.269196,1211.9374,100.59686,2226.2666,,,,,55.728107,1034.3984,75.527,1538.0598,-3.6649046,-.91622615,-2.1204529,-2.6897125,113.88544,8.6333332,
2012,08,7.9666667,254.66861,Colorado,2012q2,1,3.2764678,114.51024,66.686012,1214.8984,95.312363,2230.811,,,,,53.199734,1036.6581,71.800308,1541.3273,-3.2764678,-.81911695,-2.0350952,-2.5892181,113.8159,8.3000002,
2012,08,7.8000002,254.73125,Colorado,2012q3,1,2.8986113,114.97629,62.990292,1218.7775,90.218216,2235.582,,,,,50.554806,1039.1616,68.06562,1544.8235,-2.8986113,-.72465283,-1.9113312,-2.4236145,114.28532,8.1999998,
2012,08,7.5,254.73022,Colorado,2012q4,1,3.1673391,114.77706,59.274864,1222.0664,85.459076,2240.2751,,,,,47.833595,1041.4767,64.405426,1548.1644,-3.1673391,-.79183477,-1.9049072,-2.3354034,114.07799,8.1999998,
2013,08,7.1333332,254.84396,Colorado,2013q1,1,3.0476062,115.20594,55.644051,1225.368,,,,,,,,,,,-3.0476062,-.76190156,-1.8396606,-2.1204529,114.47476,8.1000004,
2013,08,6.8666668,254.75717,Colorado,2013q2,1,3.3216248,115.4857,52.166065,1228.136,,,,,,,,,,,-3.3216248,-.83040619,-1.7167664,-2.0350952,114.51024,7.9666667,
2013,08,6.5666666,254.77426,Colorado,2013q3,1,3.4614944,115.92017,48.771576,1231.1647,,,,,,,,,,,-3.4614944,-.86537361,-1.5562744,-1.9113312,114.97629,7.8000002,
2013,08,6.1333332,254.8188,Colorado,2013q4,1,5.5239253,116.73474,45.675976,1233.3866,,,,,,,,,,,-5.5239253,-1.3809813,-1.2142487,-1.9049072,114.77706,7.5,
2014,08,5.6999998,255.01001,Colorado,2014q1,1,6.1597142,117.02332,42.926517,1235.2976,,,,,,,,,,,-6.1597142,-1.5399286,-.24000549,-1.8396606,115.20594,7.1333332,
2014,08,5.0999999,254.97098,Colorado,2014q2,1,6.6798844,117.58218,40.34584,1237.0149,,,,,,,,,,,-6.6798844,-1.6699711,.62329102,-1.7167664,115.4857,6.8666668,
2014,08,4.5999999,255.04831,Colorado,2014q3,1,5.0163116,117.44151,38.134125,1239.0128,,,,,,,,,,,-5.0163116,-1.2540779,1.0991211,-1.5562744,115.92017,6.5666666,
2014,08,4.3000002,255.14561,Colorado,2014q4,1,2.0022717,117.59462,35.952934,1240.9171,,,,,,,,,,,-2.0022717,-.50056791,1.3139038,-1.2142487,116.73474,6.1333332,
2015,08,4.0666666,255.29707,Colorado,2015q1,1,1.1564639,118.61593,34.173325,1242.9247,,,,,,,,,,,-1.1564639,-.28911597,1.5161285,-.24000549,117.02332,5.6999998,
2015,08,3.9000001,255.05557,Colorado,2015q2,1,.029835144,118.44083,32.8526,1244.3022,,,,,,,,,,,-.029835144,-.007458786,1.2186584,.62329102,117.58218,5.0999999,
2015,08,3.7,254.98698,Colorado,2015q3,1,-.71929276,118.19572,,,,,,,,,,,,,.71929276,.17982319,1.057663,1.0991211,117.44151,4.5999999,
2015,08,3.5,254.89856,Colorado,2015q4,1,-1.6009096,118.04748,,,,,,,,,,,,,1.6009096,.4002274,.8530426,1.3139038,117.59462,4.3000002,
2016,08,3.3333333,255.00093,Colorado,2016q1,1,-.59847963,118.61751,,,,,,,,,,,,,.59847963,.14961991,.81436157,1.5161285,118.61593,4.0666666,
2016,08,3.3666666,254.72899,Colorado,2016q2,1,-2.0006735,118.17682,,,,,,,,,,,,,2.0006735,.50016838,.49642944,1.2186584,118.44083,3.9000001,
2016,08,3.3,254.64989,Colorado,2016q3,1,.10118287,118.71802,,,,,,,,,,,,,-.10118287,-.025295718,.25675964,1.057663,118.19572,3.7,
2016,08,3.0333333,254.66359,Colorado,2016q4,1,1.968837,118.80462,,,,,,,,,,,,,-1.968837,-.49220926,.17230225,.8530426,118.04748,3.5,
2017,08,2.8,254.85202,Colorado,2017q1,1,2.7529345,119.72029,,,,,,,,,,,,,-2.7529345,-.68823361,.15234375,.81436157,118.61751,3.3333333,
2017,08,2.3,254.79108,Colorado,2017q2,1,3.139385,119.43711,,,,,,,,,,,,,-3.139385,-.78484625,.12246704,.49642944,118.17682,3.3666666,
2017,08,2.4333334,254.83754,Colorado,2017q3,1,2.8066878,119.70092,,,,,,,,,,,,,-2.8066878,-.70167196,.10629272,.25675964,118.71802,3.3,
2017,08,2.7,254.95392,Colorado,2017q4,1,4.2199888,120.12268,,,,,,,,,,,,,-4.2199888,-1.0549972,.22369385,.17230225,118.80462,3.0333333,
1976,09,9.8999996,400.62311,Connecticut,1976q1,1,,,77.505653,,124.58677,,174.88071,,207.50871,,65.301392,,90.674683,,,,,,,,207.50871
1976,09,9.6000004,401.19089,Connecticut,1976q2,1,,,72.961174,,120.83445,,170.46899,,202.21379,,62.298717,,87.212746,,,,,,,,202.21379
1976,09,9.166667,401.48322,Connecticut,1976q3,1,,,68.854698,,117.37451,,166.04446,,197.10146,,59.299805,,83.896332,,,,,,,,197.10146
1976,09,8.5,401.54303,Connecticut,1976q4,1,,,64.993736,,114.50821,,161.81572,,192.3752,,56.47752,,80.945183,,,,,,,,192.3752
1977,09,7.9000001,401.80954,Connecticut,1977q1,1,,,61.586288,,112.50444,,158.21767,,188.18541,,54.114811,,78.636032,,,,,,,9.8999996,188.18541
1977,09,7.1999998,402.3848,Connecticut,1977q2,1,,,58.780624,,111.25008,,155.31261,,184.38098,,52.180561,,76.90863,,,,,,,9.6000004,184.38098
1977,09,6.6999998,402.67401,Connecticut,1977q3,1,,,56.804432,,110.7719,,153.25787,,181.11137,,50.821335,,75.863022,,,,,,,9.166667,181.11137
1977,09,6.1999998,402.91812,Connecticut,1977q4,1,,,55.765514,,110.93027,,151.73677,,178.24693,,49.886909,,75.348412,,,,,,,8.5,178.24693
1978,09,5.5333333,403.63211,Connecticut,1978q1,1,,,55.6432,,111.45898,,150.53276,,175.68019,,49.383942,,75.273308,,,,,,,7.9000001,175.68019
1978,09,5.1333332,404.12946,Connecticut,1978q2,1,,,56.19305,,112.14843,,149.57082,,173.80556,,49.488827,,75.668961,,,,,,,7.1999998,173.80556
1978,09,5.0333333,404.52011,Connecticut,1978q3,1,,,57.092201,,112.7036,,148.78125,,172.42746,,49.968758,,76.267502,,,,,,,6.6999998,172.42746
1978,09,5.1666665,404.8154,Connecticut,1978q4,1,,,58.101448,,112.9837,,148.08478,,171.11424,,50.556396,,76.83551,,,,,,,6.1999998,171.11424
1979,09,5.3666668,405.25272,Connecticut,1979q1,1,,,59.016354,,112.83205,,147.17261,,169.71994,,51.016605,,77.161629,,,,,,,5.5333333,169.71994
1979,09,5.1999998,405.43307,Connecticut,1979q2,1,,,59.949505,,112.25873,,146.04915,,168.33246,,51.273304,,77.198776,,,,,,,5.1333332,168.33246
1979,09,5,405.27133,Connecticut,1979q3,1,,,61.301598,,111.84798,,144.98412,,167.41154,,51.74371,,77.413322,,,,,,,5.0333333,167.41154
1979,09,5.0333333,405.1651,Connecticut,1979q4,1,,,63.050243,,111.77141,,143.91309,,167.04018,,52.508865,,77.909439,,,,,,,5.1666665,167.04018
1980,09,5.1999998,405.14761,Connecticut,1980q1,1,,,64.873322,,111.85125,,142.64961,,166.9212,,53.350361,,78.480209,,,,,,,5.3666668,166.9212
1980,09,5.6999998,404.21973,Connecticut,1980q2,1,,,66.697197,,111.81807,,141.13107,,166.76653,,54.108284,,78.929504,,,,,,,5.1999998,166.76653
1980,09,6.1666665,403.6763,Connecticut,1980q3,1,,,67.883713,,111.08866,,138.89488,,166.1498,,54.366501,,78.792458,,,,,,,5,166.1498
1980,09,6.1666665,404.12411,Connecticut,1980q4,1,,,68.038055,,109.41704,,136.21405,,165.18932,,54.065994,,77.953842,,,,,,,5.0333333,165.18932
1981,09,6.0999999,404.20221,Connecticut,1981q1,1,,,67.591034,,107.48312,,133.62938,,164.44205,,53.695629,,76.963547,,,,3.5791016,,,5.1999998,164.44205
1981,09,6.0999999,404.4061,Connecticut,1981q2,1,,,66.784805,,105.59704,,131.06133,,164.17828,,53.358177,,75.991302,,,,3.21521,,,5.6999998,164.17828
1981,09,6.1333332,404.37256,Connecticut,1981q3,1,,,65.638809,,103.6101,,128.54129,,164.33554,,52.971077,,74.932037,,,,2.8893433,,,6.1666665,164.33554
1981,09,6.3666668,403.90924,Connecticut,1981q4,1,,,64.206406,,101.56941,,126.20868,,164.75058,,52.503929,,73.781944,,,,2.3662109,,,6.1666665,164.75058
1982,09,6.6333332,403.2113,Connecticut,1982q1,1,,,62.523846,,99.163383,,123.96202,,165.00107,,51.709408,,72.277893,,,,1.4017639,3.5791016,,6.0999999,165.00107
1982,09,6.8333335,402.60681,Connecticut,1982q2,1,,,60.705658,,96.245583,,121.81783,,164.98468,,50.49789,,70.318398,,,,.22201538,3.21521,,6.0999999,164.98468
1982,09,6.9333334,401.93942,Connecticut,1982q3,1,,,58.878109,,92.932709,,119.7705,,164.81075,,48.905216,,67.973541,,,,-.73458862,2.8893433,,6.1333332,164.81075
1982,09,7.0999999,401.02939,Connecticut,1982q4,1,,,56.991379,,89.403564,,117.74939,,164.55627,,47.012318,,65.364151,,,,-1.8887329,2.3662109,,6.3666668,164.55627
1983,09,6.9333334,400.92426,Connecticut,1983q1,1,,,54.706223,,85.452309,,115.58885,,163.99716,,44.691486,,62.346394,,,,-2.7078552,1.4017639,,6.6333332,163.99716
1983,09,6.3000002,401.2403,Connecticut,1983q2,1,,,52.053848,,81.684044,,113.72279,,163.26624,,42.306068,,59.369141,,,,-2.8891602,.22201538,,6.8333335,163.26624
1983,09,5.6333332,401.73016,Connecticut,1983q3,1,,,49.743103,,78.65374,,112.72414,,162.76628,,40.379581,,56.96162,,,,-2.7899475,-.73458862,,6.9333334,162.76628
1983,09,5.1666665,402.2514,Connecticut,1983q4,1,,,48.082409,,76.238976,,112.85732,,162.60019,,38.975723,,55.117184,,,,-2.5639954,-1.8887329,,7.0999999,162.60019
1984,09,4.8000002,402.85968,Connecticut,1984q1,1,,,46.785885,,74.352974,,113.93167,,162.74771,,37.946556,,53.70274,,,,-2.3930359,-2.7078552,,6.9333334,162.74771
1984,09,4.5333333,403.23416,Connecticut,1984q2,1,,,45.846642,,73.09095,,115.70781,,163.2448,,37.250977,,52.719326,,,,-2.1989136,-2.8891602,,6.3000002,163.2448
1984,09,4.5333333,403.47687,Connecticut,1984q3,1,,,45.046677,,72.467216,,117.84519,,164.08313,,36.831139,,52.132145,,,,-1.7944641,-2.7899475,,5.6333332,164.08313
1984,09,4.6999998,403.49228,Connecticut,1984q4,1,,,43.997471,,72.273407,,120.00418,,164.90767,,36.429489,,51.705246,,,,-1.672821,-2.5639954,,5.1666665,164.90767
1985,09,4.9333334,403.60748,Connecticut,1985q1,1,,,42.588436,,72.26371,,122.06593,,165.57217,,35.850716,,51.235783,,,,-1.5401306,-2.3930359,,4.8000002,165.57217
1985,09,5,403.50455,Connecticut,1985q2,1,,,40.839043,,72.181808,,123.93747,,166.00769,,34.972687,,50.567699,,,,-.71517944,-2.1989136,,4.5333333,166.00769
1985,09,4.7666669,403.34314,Connecticut,1985q3,1,,,38.763466,,72.086266,,125.61265,,166.29108,,33.931137,,49.81818,,,,-.3331604,-1.7944641,,4.5333333,166.29108
1985,09,4.1999998,403.2699,Connecticut,1985q4,1,,,36.96291,,72.389023,,127.17059,,166.70151,,33.057423,,49.346519,,,,-.85421753,-1.672821,,4.6999998,166.70151
1986,09,3.9000001,403.24222,Connecticut,1986q1,1,,,35.867287,,73.539871,,128.87283,,167.71077,,32.75679,,49.566025,,,,-.95999146,-1.5401306,,4.9333334,167.71077
1986,09,3.9000001,403.09015,Connecticut,1986q2,1,,,35.033489,,75.523384,,130.52544,,169.07785,,32.833084,,50.339909,,,,-1.3159485,-.71517944,,5,169.07785
1986,09,3.8,402.82959,Connecticut,1986q3,1,,,34.281689,,78.044922,,132.02213,,170.52567,,32.994854,,51.381565,,,,-1.5429688,-.3331604,,4.7666669,170.52567
1986,09,3.8,402.83044,Connecticut,1986q4,1,,,33.924782,,81.047394,,133.61032,,172.26752,,33.33839,,52.738659,,,,-1.0787964,-.85421753,,4.1999998,172.26752
1987,09,3.6666667,402.92343,Connecticut,1987q1,1,,,33.986305,,84.161972,,135.28851,,173.96002,,33.732269,,54.203018,,,,-.28787231,-.95999146,,3.9000001,173.96002
1987,09,3.4000001,402.99088,Connecticut,1987q2,1,,,34.665474,,87.442688,,137.09369,,175.5368,,34.318047,,55.8848,,,,.38406372,-1.3159485,,3.9000001,175.5368
1987,09,3.2,403.02359,Connecticut,1987q3,1,,,36.01276,,91.080429,,139.18645,,177.08659,,35.273312,,57.959698,,,,1.0841675,-1.5429688,,3.8,177.08659
1987,09,3.0999999,403.23349,Connecticut,1987q4,1,,,37.756546,,94.984207,,141.50235,,178.47498,,36.561001,,60.366287,,,,2.2041016,-1.0787964,,3.8,178.47498
1988,09,2.8333333,403.65057,Connecticut,1988q1,1,,,39.679256,,98.864845,,143.84407,,179.68855,,38.078552,,62.933098,,,,2.7263184,-.28787231,,3.6666667,179.68855
1988,09,2.9000001,403.82764,Connecticut,1988q2,1,,,42.071617,,102.64509,,146.3555,,180.98303,,40.000237,,65.736465,,,,2.5873413,.38406372,,3.4000001,180.98303
1988,09,3.0666666,404.00827,Connecticut,1988q3,1,,,44.722267,,105.90542,,148.84959,,182.08946,,41.988415,,68.402107,,,,2.2781067,1.0841675,,3.2,182.08946
1988,09,3.0333333,404.14578,Connecticut,1988q4,1,,,47.804115,,108.62139,,151.24991,,182.90495,,43.95153,,70.853363,,,,1.8943787,2.2041016,,3.0999999,182.90495
1989,09,3.1333334,404.19186,Connecticut,1989q1,1,7.0475559,100.08685,51.523544,1055.0277,111.20763,1944.8652,153.78206,2767.8391,183.67311,3513.3628,46.141441,901.94904,73.385094,1342.3632,-7.0475559,-1.761889,1.3321838,2.7263184,,2.8333333,183.67311
1989,09,3.4666667,404.13788,Connecticut,1989q2,1,5.6609902,99.441208,55.571434,1057.7922,113.6917,1949.8363,156.43602,2773.5393,184.28113,3519.3923,48.459511,903.80444,75.932823,1345.5386,-5.6609902,-1.4152476,.90371704,2.5873413,,2.9000001,184.28113
1989,09,3.9333334,404.03067,Connecticut,1989q3,1,4.7228465,99.600464,59.413944,1061.3065,115.94596,1955.7323,158.70613,2779.7341,184.51398,3526.2229,50.676937,906.61621,78.299637,1349.6583,-4.7228465,-1.1807116,.55380249,2.2781067,,3.0666666,184.51398
1989,09,4.4666667,403.87021,Connecticut,1989q4,1,5.5097346,100.28682,62.823887,1064.6333,117.72434,1960.9247,160.23192,2785.7512,184.3447,3532.6523,52.618168,909.47418,80.287849,1353.5632,-5.5097346,-1.3774337,.37792969,1.8943787,,3.0333333,184.3447
1990,09,4.9000001,403.8244,Connecticut,1990q1,1,5.8645577,100.34949,65.789841,1067.5292,118.98198,1965.9287,160.88922,2791.3403,183.50124,3538.2693,54.182487,911.95428,81.819283,1357.1493,-5.8645577,-1.4661394,.21691895,1.3321838,100.08685,3.1333334,183.50124
1990,09,5.0999999,403.8511,Connecticut,1990q2,1,5.5602417,100.71722,68.378197,1070.5079,119.81461,1971.0116,160.69624,2797.2922,182.01079,3543.7527,55.439148,914.65369,82.975197,1360.8984,-5.5602417,-1.3900604,.34655762,.90371704,99.441208,3.4666667,182.01079
1990,09,5.1666665,403.79562,Connecticut,1990q3,1,6.2410231,101.13525,70.609787,1073.2118,120.34455,1976.36,159.97878,2802.3567,180.1918,3549.1038,56.597015,917.33173,83.933617,1364.7147,-6.2410231,-1.5602558,.45248413,.55380249,99.600464,3.9333334,180.1918
1990,09,5.3666668,403.37738,Connecticut,1990q4,1,5.657578,101.04254,72.344398,1076.0776,120.6762,1981.9821,158.96483,2806.8367,178.33171,3553.8855,57.789185,919.93823,84.812553,1368.5726,-5.657578,-1.4143945,.10748291,.37792969,100.28682,4.4666667,178.33171
