year,fips,mean_une,qt_bartik_sa,statecode,date,constant,infl_reg,rp,u_sum_10,rp_sum_10,u_sum_20,rp_sum_20,u_sum_30,rp_sum_30,u_sum_40,rp_sum_40,u_sum_20_90,rp_sum_20_90,u_sum_20_95,rp_sum_20_95,infl_reg_sign,infl_reg_time_agg,d20_qt_bartik_sa,L4_d20_qt_bartik_sa,L4_rp,L4_mean_une,u_sum_var
1976,01,6.7333331,454.56113,Alabama,1976q1,1,,,71.456154,,140.12868,,241.85201,,313.89853,,62.92783,,95.093719,,,,,,,,313.89853
1976,01,6.4666667,455.12738,Alabama,1976q2,1,,,71.345505,,142.92181,,246.73985,,316.93533,,63.654099,,96.59581,,,,,,,,316.93533
1976,01,6.7666669,455.3522,Alabama,1976q3,1,,,71.804565,,146.53059,,251.30537,,320.13834,,64.834351,,98.684677,,,,,,,,320.13834
1976,01,7.1666665,455.3089,Alabama,1976q4,1,,,72.266693,,150.82698,,255.29343,,322.95911,,65.954247,,100.98594,,,,,,,,322.95911
1977,01,7.6666665,455.42142,Alabama,1977q1,1,,,72.329445,,155.58063,,258.67117,,325.00308,,66.875725,,103.34574,,,,,,,6.7333331,325.00308
1977,01,7.7666669,456.07355,Alabama,1977q2,1,,,71.827477,,160.55882,,261.15878,,325.98276,,67.445335,,105.60218,,,,,,,6.4666667,325.98276
1977,01,7.1333332,456.29901,Alabama,1977q3,1,,,71.520905,,166.30421,,263.20071,,326.53687,,68.088699,,108.23059,,,,,,,6.7666669,326.53687
1977,01,6.6999998,456.40448,Alabama,1977q4,1,,,72.96637,,173.40172,,265.45917,,327.60254,,69.604523,,111.9508,,,,,,,7.1666665,327.60254
1978,01,6.3666668,456.56693,Alabama,1978q1,1,,,75.647934,,180.79048,,267.88226,,328.89368,,71.737823,,116.22734,,,,,,,7.6666665,328.89368
1978,01,6.0333333,457.57465,Alabama,1978q2,1,,,78.693291,,187.82721,,270.64185,,330.46762,,74.365059,,120.74528,,,,,,,7.7666669,330.46762
1978,01,6.2333331,457.81207,Alabama,1978q3,1,,,82.166412,,194.6447,,274.30853,,332.52805,,77.561378,,125.57702,,,,,,,7.1333332,332.52805
1978,01,6.5999999,458.01157,Alabama,1978q4,1,,,85.743904,,200.53833,,278.15536,,334.54099,,80.773087,,130.10602,,,,,,,6.6999998,334.54099
1979,01,6.9333334,458.18201,Alabama,1979q1,1,,,89.559921,,205.41228,,281.52274,,336.02554,,83.828903,,134.17671,,,,,,,6.3666668,336.02554
1979,01,7.2666669,458.27628,Alabama,1979q2,1,,,94.132912,,209.64433,,284.4642,,337.18835,,86.801163,,137.95544,,,,,,,6.0333333,337.18835
1979,01,7.2666669,458.05746,Alabama,1979q3,1,,,99.319778,,213.3098,,286.65479,,338.00394,,89.69281,,141.46268,,,,,,,6.2333331,338.00394
1979,01,7.1999998,457.91641,Alabama,1979q4,1,,,105.31269,,216.54883,,288.22644,,338.62704,,92.836823,,144.95135,,,,,,,6.5999999,338.62704
1980,01,7.5333333,457.83398,Alabama,1980q1,1,,,112.33784,,219.47896,,289.51147,,339.25693,,96.343475,,148.51463,,,,,,,6.9333334,339.25693
1980,01,8.7666664,456.75891,Alabama,1980q2,1,,,119.82077,,221.61124,,290.32489,,339.51181,,99.796448,,151.6994,,,,,,,7.2666669,339.51181
1980,01,9.6333332,456.02927,Alabama,1980q3,1,,,125.89233,,222.19211,,289.65408,,338.61273,,102.21406,,153.6102,,,,,,,7.2666669,338.61273
1980,01,9.6333332,456.46396,Alabama,1980q4,1,,,130.30569,,221.87611,,288.02713,,337.05212,,103.93331,,154.69733,,,,,,,7.1999998,337.05212
1981,01,9.6999998,456.47958,Alabama,1981q1,1,,,134.0703,,222.15678,,286.53171,,335.67642,,105.93273,,156.10454,,,,1.918457,,,7.5333333,335.67642
1981,01,10,456.34186,Alabama,1981q2,1,,,136.93134,,222.75464,,285.10178,,334.26416,,108.13697,,157.68295,,,,1.2144775,,,8.7666664,334.26416
1981,01,10.633333,456.59738,Alabama,1981q3,1,,,138.73444,,222.89186,,283.1571,,332.37842,,110.22849,,158.95695,,,,1.2451782,,,9.6333332,332.37842
1981,01,11.8,455.91608,Alabama,1981q4,1,,,139.52412,,222.25446,,280.55304,,329.92316,,111.8284,,159.57159,,,,.60717773,,,9.6333332,329.92316
1982,01,12.8,454.9202,Alabama,1982q1,1,,,138.8419,,219.94144,,276.7196,,326.42072,,112.23687,,158.77541,,,,-.5012207,1.918457,,9.6999998,326.42072
1982,01,13.633333,454.17905,Alabama,1982q2,1,,,136.63019,,215.88608,,271.61542,,321.93961,,111.47421,,156.57402,,,,-1.8945007,1.2144775,,10,321.93961
1982,01,14.633333,453.49445,Alabama,1982q3,1,,,133.10219,,210.53905,,265.54395,,316.48239,,109.64014,,153.20032,,,,-2.8045654,1.2451782,,10.633333,316.48239
1982,01,15.433333,452.68649,Alabama,1982q4,1,,,127.98582,,203.96437,,258.35181,,309.84848,,106.46685,,148.52475,,,,-3.7179871,.60717773,,11.8,309.84848
1983,01,15.166667,452.48801,Alabama,1983q1,1,,,121.64795,,196.24252,,250.37747,,302.40634,,102.01154,,142.64146,,,,-4.0789185,-.5012207,,12.8,302.40634
1983,01,14.233334,452.892,Alabama,1983q2,1,,,115.48526,,188.63022,,242.83853,,295.18063,,97.345337,,136.69341,,,,-4.6826477,-1.8945007,,13.633333,295.18063
1983,01,13.466666,453.51227,Alabama,1983q3,1,,,110.86632,,182.04747,,236.38815,,288.71326,,93.222023,,131.48643,,,,-4.2998047,-2.8045654,,14.633333,288.71326
1983,01,12.5,454.022,Alabama,1983q4,1,,,107.39715,,176.33607,,230.69626,,282.70963,,89.516716,,126.88412,,,,-3.989563,-3.7179871,,15.433333,282.70963
1984,01,11.633333,454.48474,Alabama,1984q1,1,,,104.68851,,171.32541,,225.75078,,277.37653,,86.441383,,122.96155,,,,-3.6972656,-4.0789185,,15.166667,277.37653
1984,01,11.2,454.7496,Alabama,1984q2,1,,,102.67719,,167.13953,,221.72939,,272.53052,,83.987312,,119.74478,,,,-3.5266724,-4.6826477,,14.233334,272.53052
1984,01,10.866667,454.72568,Alabama,1984q3,1,,,100.54065,,163.32182,,218.27766,,267.98404,,81.737976,,116.80293,,,,-3.3317871,-4.2998047,,13.466666,267.98404
1984,01,10.3,454.48862,Alabama,1984q4,1,,,97.935425,,159.55688,,215.20175,,263.70609,,79.572624,,113.94955,,,,-3.4277954,-3.989563,,12.5,263.70609
1985,01,9.8000002,454.28708,Alabama,1985q1,1,,,95.424072,,156.24452,,212.56856,,259.95728,,77.784134,,111.50664,,,,-3.5469055,-3.6972656,,11.633333,259.95728
1985,01,9.1999998,454.06723,Alabama,1985q2,1,,,93.211533,,153.34918,,210.29047,,256.76477,,76.344398,,109.43758,,,,-2.6916809,-3.5266724,,11.2,256.76477
1985,01,8.8000002,453.83621,Alabama,1985q3,1,,,91.28125,,151.13974,,208.66946,,254.10159,,75.427544,,107.93899,,,,-2.1930542,-3.3317871,,10.866667,254.10159
1985,01,8.7666664,453.77863,Alabama,1985q4,1,,,89.645065,,149.58466,,207.46074,,251.54793,,74.893814,,106.90209,,,,-2.6853333,-3.4277954,,10.3,251.54793
1986,01,9.5,453.80026,Alabama,1986q1,1,,,88.206909,,148.29291,,206.15025,,248.84608,,74.374268,,105.95324,,,,-2.6793213,-3.5469055,,9.8000002,248.84608
1986,01,9.9666662,453.56799,Alabama,1986q2,1,,,86.194351,,146.3019,,203.81448,,245.30925,,72.990295,,104.20644,,,,-2.7738647,-2.6916809,,9.1999998,245.30925
1986,01,9.7666664,453.32913,Alabama,1986q3,1,,,83.448914,,143.62854,,200.71255,,241.08691,,70.905655,,101.79278,,,,-3.2682495,-2.1930542,,8.8000002,241.08691
1986,01,9.6000004,453.44565,Alabama,1986q4,1,,,80.877777,,141.23926,,197.41148,,237.1132,,68.827812,,99.510452,,,,-2.4704285,-2.6853333,,8.7666664,237.1132
1987,01,9,453.52872,Alabama,1987q1,1,,,78.418877,,139.18507,,194.14679,,233.26772,,66.732666,,97.367081,,,,-1.3914795,-2.6793213,,9.5,233.26772
1987,01,8.1333332,453.66296,Alabama,1987q2,1,,,76.269867,,137.79793,,191.43047,,229.94475,,65.083557,,95.778313,,,,-.51608276,-2.7738647,,9.9666662,229.94475
1987,01,7.6333332,453.78152,Alabama,1987q3,1,,,74.88414,,137.16316,,189.56216,,227.39679,,64.19796,,94.970421,,,,.28707886,-3.2682495,,9.7666664,227.39679
1987,01,7.4333334,454.05688,Alabama,1987q4,1,,,73.929184,,136.89073,,188.27867,,225.06055,,63.749249,,94.586555,,,,1.3703918,-2.4704285,,9.6000004,225.06055
1988,01,7.0999999,454.0455,Alabama,1988q1,1,,,73.28717,,136.89935,,187.13493,,222.65744,,63.485046,,94.428894,,,,1.5574951,-1.3914795,,9,222.65744
1988,01,7,454.04202,Alabama,1988q2,1,,,73.276848,,137.27202,,186.02045,,220.61139,,63.565933,,94.625748,,,,1.1500244,-.51608276,,8.1333332,220.61139
1988,01,7.1999998,454.12994,Alabama,1988q3,1,,,73.638733,,137.61314,,184.8231,,218.75714,,63.746662,,94.878479,,,,.61767578,.28707886,,7.6333332,218.75714
1988,01,7.4000001,454.31619,Alabama,1988q4,1,,,73.862549,,137.4558,,183.33771,,216.70448,,63.680664,,94.802521,,,,.29418945,1.3703918,,7.4333334,216.70448
1989,01,7.1333332,454.26089,Alabama,1989q1,1,3.6052203,100.27294,73.675583,1047.8362,136.79494,1926.3887,181.43796,2736.5298,214.47359,3482.3689,63.340527,895.69019,94.380615,1331.0941,-3.6052203,-.90130508,-.22384644,1.5574951,,7.0999999,214.47359
1989,01,7.1333332,454.18008,Alabama,1989q2,1,3.7851779,99.930817,73.876686,1049.0532,135.98782,1929.7626,179.88712,2740.7639,212.62344,3488.3369,63.198105,896.46149,94.037964,1332.9447,-3.7851779,-.94629449,-.56951904,1.1500244,,7,212.62344
1989,01,7.0999999,454.05707,Alabama,1989q3,1,4.1183839,99.94561,74.290833,1050.811,135.06349,1933.171,178.32056,2745.5007,210.77681,3494.8066,63.023655,897.64752,93.629463,1335.1012,-4.1183839,-1.029596,-.66860962,.61767578,,7.1999998,210.77681
1989,01,6.8000002,453.95535,Alabama,1989q4,1,3.4187784,99.414085,74.833267,1053.3206,134.13622,1936.1997,176.7225,2750.7119,208.92288,3500.8254,62.862801,898.88928,93.222626,1337.1809,-3.4187784,-.8546946,-.53326416,.29418945,,7.4000001,208.92288
1990,01,6.6999998,453.86386,Alabama,1990q1,1,2.8216636,99.141518,75.563622,1056.2542,133.50261,1940.1932,175.33737,2756.6814,207.26405,3507.1724,63.017399,900.91888,93.110153,1340.1039,-2.8216636,-.7054159,-.42321777,-.22384644,100.27294,7.1333332,207.26405
1990,01,6.6333332,453.72409,Alabama,1990q2,1,2.7925549,99.776527,76.25164,1059.2045,133.07268,1945.115,173.74342,2762.7637,205.60037,3514.4358,63.316513,903.56763,93.144814,1343.7361,-2.7925549,-.69813871,-.34313965,-.56951904,99.930817,7.1333332,205.60037
1990,01,6.7666669,453.65253,Alabama,1990q3,1,3.2238741,99.830605,77.104393,1061.7332,132.65123,1949.9778,171.92947,2768.5308,203.98721,3521.5908,63.714821,905.8847,93.227577,1347.1244,-3.2238741,-.80596852,-.1836853,-.66860962,99.94561,7.0999999,203.98721
1990,01,7.0999999,453.20193,Alabama,1990q4,1,4.2083921,99.457649,77.861214,1064.9257,131.76367,1954.9998,170.01181,2775.0774,202.26761,3528.2363,63.960617,908.42334,93.030952,1350.7064,-4.2083921,-1.052098,-.57669067,-.53326416,99.414085,6.8000002,202.26761
1991,01,7.4000001,452.25909,Alabama,1991q1,1,4.7186561,100.15931,78.13826,1068.7867,130.3396,1960.3809,167.86142,2782.4363,200.30553,3535.446,63.834972,911.64832,92.389473,1354.8395,-4.7186561,-1.179664,-1.5411682,-.42321777,99.141518,6.6999998,200.30553
1991,01,7.4666667,452.02515,Alabama,1991q2,1,6.6559582,101.48207,77.783455,1071.6746,128.51631,1965.2795,165.4109,2788.7583,198.08745,3542.3799,63.34988,914.47778,91.362587,1358.5267,-6.6559582,-1.6639895,-1.5428467,-.34313965,99.776527,6.6333332,198.08745
1991,01,7.2333331,452.15179,Alabama,1991q3,1,6.606585,102.03159,77.026138,1073.4714,126.38918,1969.2664,162.91757,2793.9607,196.02484,3548.7705,62.704395,916.20728,90.11586,1361.1801,-6.606585,-1.6516463,-1.1773376,-.1836853,99.830605,6.7666669,196.02484
1991,01,7.3666668,452.10236,Alabama,1991q4,1,4.4304872,101.63697,76.044647,1075.4617,124.58528,1972.208,160.78271,2798.8201,194.62312,3553.9216,62.262657,917.43976,89.096939,1363.1622,-4.4304872,-1.1076218,-1.3432922,-.57669067,99.457649,7.0999999,194.62312
1992,01,7.5999999,451.69733,Alabama,1992q1,1,3.0916026,101.8392,74.797997,1077.4885,122.62849,1975.7035,158.51627,2804.2314,193.20636,3559.7314,61.623692,919.26636,87.884056,1365.719,-3.0916026,-.77290064,-1.8313904,-1.5411682,100.15931,7.4000001,193.20636
1992,01,7.6999998,451.73355,Alabama,1992q2,1,1.7929357,102.66728,73.272919,1078.891,120.36174,1979.5192,155.9666,2808.9407,191.45041,3565.0503,60.646362,921.14368,86.337799,1368.4122,-1.7929357,-.44823393,-1.9294128,-1.5428467,101.48207,7.4666667,191.45041
1992,01,7.5666666,451.74005,Alabama,1992q3,1,1.1991853,102.51441,71.631409,1079.9103,117.88926,1982.7233,153.1915,2812.5615,189.50879,3569.7627,59.437183,922.33746,84.569054,1370.4569,-1.1991853,-.29979631,-2.0414734,-1.1773376,102.03159,7.2333331,189.50879
1992,01,7.4000001,451.63849,Alabama,1992q4,1,2.7564244,102.19578,70.228592,1081.7715,115.19934,1985.8676,150.42442,2817.0122,187.65996,3574.5349,58.193161,923.79694,82.704178,1372.6619,-2.7564244,-.68910611,-2.418396,-1.3432922,101.63697,7.3666668,187.65996
1993,01,7.5,451.70212,Alabama,1993q1,1,2.6690326,102.40586,68.919662,1084.5624,112.35069,1989.6584,147.79781,2822.3379,185.98312,3579.8901,56.951515,925.81604,80.785149,1375.4469,-2.6690326,-.66725814,-2.3433838,-1.8313904,101.8392,7.5999999,185.98312
1993,01,7.5333333,451.63303,Alabama,1993q2,1,3.1011796,103.17217,67.13475,1087.3513,109.42677,1994.1338,145.09286,2826.9219,184.34436,3585.9592,55.46891,927.95386,78.683746,1378.5338,-3.1011796,-.7752949,-2.4089966,-1.9294128,102.66728,7.6999998,184.34436
1993,01,7.3666668,451.63831,Alabama,1993q3,1,3.5706129,103.45895,65.087112,1089.319,106.576,1998.288,142.45032,2830.9116,182.72237,3591.282,53.804787,929.53839,76.496414,1381.1548,-3.5706129,-.89265323,-2.4916382,-2.0414734,102.51441,7.5666666,182.72237
1993,01,7,451.78906,Alabama,1993q4,1,3.4262524,103.12341,63.09671,1091.2068,103.89204,2001.7496,140.02335,2835.0493,181.16312,3596.0115,52.145016,930.91418,74.381355,1383.4171,-3.4262524,-.85656309,-2.5271301,-2.418396,102.19578,7.4000001,181.16312
1994,01,6.6333332,451.90347,Alabama,1994q1,1,3.2264838,103.36232,61.215397,1093.8673,101.60584,2005.7546,138.21344,2840.3684,179.91385,3601.4512,50.71632,932.84064,72.564812,1386.2258,-3.2264838,-.80662096,-2.3574219,-2.3433838,102.40586,7.5,179.91385
1994,01,6.1333332,452.07831,Alabama,1994q2,1,3.4856052,104.16982,59.806046,1095.7268,99.830521,2009.7344,137.24878,2844.6707,178.93314,3606.9536,49.560608,934.74207,71.110367,1389.0078,-3.4856052,-.87140131,-2.1017761,-2.4089966,103.17217,7.5333333,178.93314
1994,01,6,452.35107,Alabama,1994q3,1,2.2551274,103.74744,58.887489,1096.9282,98.569565,2013.0544,136.92734,2848.4314,178.33611,3611.9197,48.836094,935.97449,70.117584,1391.1372,-2.2551274,-.56378186,-1.7059937,-2.4916382,103.45895,7.3666668,178.33611
1994,01,5.9666667,452.54547,Alabama,1994q4,1,1.2365112,103.26008,58.034054,1099.1094,97.403305,2016.223,136.63873,2852.2744,177.66701,3616.6331,48.175175,937.7226,69.200989,1393.5552,-1.2365112,-.30912781,-1.4098816,-2.5271301,103.12341,7,177.66701
1995,01,5.9666667,452.65567,Alabama,1995q1,1,2.0163941,103.74558,57.115238,1102.0106,96.149887,2019.5857,136.30693,2856.844,176.71269,3622.1301,47.461651,940.15698,68.223427,1396.4686,-2.0163941,-.50409853,-1.2081909,-2.3574219,103.36232,6.6333332,176.71269
1995,01,6.0999999,452.47647,Alabama,1995q2,1,1.6857886,104.49452,55.825378,1104.1783,94.774734,2023.1976,135.94708,2860.8115,175.48108,3627.3438,46.652645,942.42749,67.146614,1399.3336,-1.6857886,-.42144716,-1.2476196,-2.1017761,104.16982,6.1333332,175.48108
1995,01,6.0333333,452.32761,Alabama,1995q3,1,3.7030127,105.14575,54.05621,1105.9353,93.251015,2026.6516,135.47357,2864.2979,173.96857,3631.5527,45.605583,944.20166,65.872787,1401.8076,-3.7030127,-.92575318,-1.3249207,-1.7059937,103.74744,6,173.96857
1995,01,5.6333332,452.29309,Alabama,1995q4,1,5.5993547,105.34715,52.396797,1108.0015,91.833786,2028.8381,135.23524,2868.1272,172.46356,3635.2603,44.524364,945.35364,64.625977,1403.4435,-5.5993547,-1.3998387,-.90884399,-1.4098816,103.26008,5.9666667,172.46356
1996,01,5.4000001,452.23627,Alabama,1996q1,1,5.3845572,105.26369,51.275394,1110.3358,90.942589,2030.9904,135.4725,2871.7524,171.23587,3638.7451,43.787724,946.43152,63.79435,1405.0177,-5.3845572,-1.3461393,-.022827148,-1.2081909,103.74558,5.9666667,171.23587
1996,01,5.3000002,452.12662,Alabama,1996q2,1,4.5450702,105.47384,50.408504,1112.286,90.359871,2033.6884,135.84923,2875.1047,170.25377,3642.6218,43.240639,947.78723,63.200424,1406.9563,-4.5450702,-1.1362675,.10147095,-1.2476196,104.49452,6.0999999,170.25377
1996,01,5.0333333,452.10263,Alabama,1996q3,1,3.7927437,105.93227,49.694157,1114.231,90.17218,2037.0861,136.28146,2878.6362,169.34045,3646.5198,42.788475,949.19183,62.811939,1409.1628,-3.7927437,-.94818592,-.049163818,-1.3249207,105.14575,6.0333333,169.34045
1996,01,5.1666665,452.20728,Alabama,1996q4,1,2.5232854,105.28363,49.422832,1115.9268,90.797218,2039.1392,136.88878,2882.0159,168.62038,3649.8777,42.663399,950.10675,62.92271,1410.6014,-2.5232854,-.63082135,.10491943,-.90884399,105.34715,5.6333332,168.62038
1997,01,5.1666665,452.26559,Alabama,1997q1,1,2.2957282,105.43723,49.044228,1118.4231,91.457481,2042.1224,137.24426,2886.333,167.69139,3653.8542,42.4006,951.88202,62.970642,1412.91,-2.2957282,-.57393205,.56826782,-.022827148,105.26369,5.4000001,167.69139
1997,01,5.0999999,452.26041,Alabama,1997q2,1,2.2166746,106.03549,48.63166,1120.1132,92.01535,2044.5577,137.38145,2889.7305,166.75313,3657.4902,42.092396,953.62097,62.973309,1414.9934,-2.2166746,-.55416864,.52685547,.10147095,105.47384,5.3000002,166.75313
1997,01,5,452.26434,Alabama,1997q3,1,1.7972211,106.26285,48.161674,1120.8508,92.564407,2046.6301,137.24216,2892.8279,166.02876,3660.8665,41.811855,954.92059,63.010437,1416.6511,-1.7972211,-.44930527,.52429199,-.049163818,105.93227,5.0333333,166.02876
1997,01,4.5999999,452.35281,Alabama,1997q4,1,1.7231697,105.96156,47.667377,1122.1464,93.192764,2048.3186,136.9066,2895.894,165.57649,3663.8159,41.607204,956.086,63.142838,1418.0806,-1.7231697,-.43079242,.71432495,.10491943,105.28363,5.1666665,165.57649
1998,01,4.2333331,452.55759,Alabama,1998q1,1,1.8346833,106.31966,47.572117,1124.3811,94.258766,2050.5896,136.82375,2898.9644,165.70209,3667.4661,41.828316,957.75446,63.715202,1420.0165,-1.8346833,-.45867082,.85546875,.56826782,105.43723,5.1666665,165.70209
1998,01,4.3000002,452.38635,Alabama,1998q2,1,1.7122203,107.36941,47.906559,1125.5637,95.896744,2053.5879,137.0611,2901.8279,166.60068,3671.0037,42.509769,959.36877,64.787323,1422.145,-1.7122203,-.42805508,.75332642,.52685547,106.03549,5.0999999,166.60068
1998,01,4.4666667,452.0864,Alabama,1998q3,1,1.653713,107.86777,48.327774,1125.8605,97.565727,2055.5144,137.11024,2903.5991,167.97626,3673.1345,43.205017,959.98993,65.881523,1423.2617,-1.653713,-.41342825,.4480896,.52429199,106.26285,5,167.97626
1998,01,4.5,452.0256,Alabama,1998q4,1,2.1752443,107.32388,48.675323,1126.1438,98.974144,2056.521,137.01617,2905.1858,170.22307,3675.1001,43.776131,960.06158,66.810074,1423.7218,-2.1752443,-.54381108,.23654175,.71432495,105.96156,4.5999999,170.22307
1999,01,4.5666666,451.87805,Alabama,1999q1,1,1.9825298,107.53076,49.324322,1127.9569,100.30862,2058.4817,136.86284,2907.552,173.93066,3677.8374,44.365547,960.80438,67.728523,1424.9517,-1.9825298,-.49563244,-.025421143,.85546875,106.31966,4.2333331,173.93066
1999,01,4.7666669,451.55966,Alabama,1999q2,1,2.2518916,107.7456,50.515469,1128.5667,101.48016,2060.5588,136.56664,2909.6047,178.54492,3680.0542,44.930176,961.44489,68.577332,1426.1621,-2.2518916,-.5629729,-.51864624,.75332642,107.36941,4.3000002,178.54492
1999,01,4.8000002,451.4252,Alabama,1999q3,1,2.6741679,107.88746,51.697491,1129.2471,102.3252,2062.7134,135.99144,2911.3823,183.40515,3682.01,45.31506,961.95868,69.200546,1427.3303,-2.6741679,-.66854197,-.9258728,.4480896,107.86777,4.4666667,183.40515
1999,01,4.7666669,451.41129,Alabama,1999q4,1,2.4785538,107.1396,52.737206,1129.3234,102.89976,2063.854,135.3768,2912.7871,188.34772,3683.7334,45.669193,962.23932,69.713913,1428.0195,-2.4785538,-.61963844,-1.1341858,.23654175,107.32388,4.5,188.34772
2000,01,4.6333332,451.41425,Alabama,2000q1,1,2.2245765,106.7357,53.730656,1130.3951,103.13208,2066.0593,134.96222,2915.2998,193.15088,3686.8628,46.042976,963.42639,70.122101,1429.6622,-2.2245765,-.55614412,-1.2414246,-.025421143,107.53076,4.5666666,193.15088
2000,01,4.5,451.18414,Alabama,2000q2,1,2.8885419,107.59839,54.838665,1131.6925,103.17424,2068.8796,134.87532,2917.9917,197.40137,3691.3462,46.557808,965.2215,70.548737,1431.8982,-2.8885419,-.72213548,-1.2923279,-.51864624,107.7456,4.7666669,197.40137
2000,01,4.5,450.87024,Alabama,2000q3,1,3.1279657,108.28592,56.122704,1132.42,103.18797,2070.491,135.11954,2920.2444,201.51729,3695.3442,47.253674,966.20306,71.066483,1433.183,-3.1279657,-.78199142,-1.4573669,-.9258728,107.88746,4.8000002,201.51729
2000,01,4.5666666,450.63333,Alabama,2000q4,1,2.8465474,107.49747,57.63073,1133.6394,103.14729,2071.5618,135.81003,2922.0603,205.83089,3698.7383,48.018757,966.55023,71.58757,1433.8719,-2.8465474,-.71163684,-1.6597595,-1.1341858,107.1396,4.7666669,205.83089
2001,01,4.7333331,450.22043,Alabama,2001q1,1,3.8207643,107.67731,59.177082,1135.621,102.90253,2073.3713,137.03191,2924.2676,210.0538,3702.7996,48.774509,967.802,72.006157,1435.3971,-3.8207643,-.95519108,-2.0158386,-1.2414246,106.7357,4.6333332,210.0538
2001,01,4.8333335,449.36124,Alabama,2001q2,1,2.7304828,108.21564,60.450134,1136.9594,102.51423,2075.3513,139.23198,2926.6667,213.9949,3706.7971,49.433102,969.04248,72.283295,1436.9598,-2.7304828,-.6826207,-2.7653809,-1.2923279,107.59839,4.5,213.9949
2001,01,5.1999998,448.59528,Alabama,2001q3,1,3.6960931,109.29673,61.574718,1138.2035,101.99372,2077.0432,142.98062,2928.7693,217.65187,3710.3586,50.049717,969.85791,72.457802,1438.1411,-3.6960931,-.92402327,-3.5073547,-1.4573669,108.28592,4.5,217.65187
2001,01,5.8666668,447.81668,Alabama,2001q4,1,2.7728894,108.17672,62.21973,1138.7059,101.0158,2077.5193,147.43234,2929.4265,220.39563,3712.739,50.315269,969.5415,72.219673,1438.1848,-2.7728894,-.69322234,-4.3905945,-1.6597595,107.49747,4.5666666,220.39563
2002,01,6.0666666,447.13052,Alabama,2002q1,1,2.4099174,108.48817,62.047119,1140.6476,99.272827,2079.0442,151.69946,2931.1482,222.06999,3716.2031,49.857437,970.42151,71.231422,1439.3715,-2.4099174,-.60247934,-5.1350708,-2.0158386,107.67731,4.7333331,222.06999
2002,01,5.9333334,446.72778,Alabama,2002q2,1,3.418015,107.97088,61.399426,1141.3069,97.310196,2079.9951,155.88158,2932.4514,223.64842,3719.7661,49.126499,971.01251,69.980621,1440.1727,-3.418015,-.85450375,-5.5326233,-2.7653809,108.21564,4.8333335,223.64842
2002,01,5.8333335,446.38715,Alabama,2002q3,1,2.3019202,108.23559,60.457825,1142.8251,95.653259,2081.8538,159.99406,2934.9919,225.31056,3724.3022,48.490871,972.2998,68.887993,1441.7249,-2.3019202,-.57548004,-5.8771973,-3.5073547,109.29673,5.1999998,225.31056
2002,01,5.8000002,446.04416,Alabama,2002q4,1,2.4680758,108.0218,59.245979,1144.2954,94.298744,2083.1824,163.43549,2938.302,226.82303,3728.5432,47.92815,973.39398,67.938713,1442.9568,-2.4680758,-.61701894,-6.3086548,-4.3905945,108.17672,5.8666668,226.82303
2003,01,5.8333335,445.60043,Alabama,2003q1,1,2.6716759,108.34085,57.874676,1145.5916,93.182304,2085.1868,166.6001,2942.2358,228.18361,3733.0559,47.37236,974.91376,67.070152,1444.6746,-2.6716759,-.66791898,-6.9571533,-5.1350708,108.48817,6.0666666,228.18361
2003,01,6.0666666,444.91577,Alabama,2003q2,1,3.4939051,109.64457,56.395565,1146.7308,92.511665,2087.1509,169.93562,2945.9446,229.30139,3737.7493,46.79073,976.28668,66.335884,1446.2616,-3.4939051,-.87347627,-7.4705811,-5.5326233,107.97088,5.9333334,229.30139
2003,01,6.1666665,444.42145,Alabama,2003q3,1,2.7623506,109.59293,54.515095,1146.4891,92.252892,2087.3484,172.99519,2948.1926,230.19475,3741.3054,45.982475,976.29401,65.604156,1446.3538,-2.7623506,-.69058764,-7.6649475,-5.8771973,108.23559,5.8333335,230.19475
2003,01,6.0333333,444.31522,Alabama,2003q4,1,2.3648517,109.06056,52.544758,1146.6661,93.1446,2087.9888,175.81201,2950.6006,231.08524,3744.7996,45.15971,976.41724,65.278313,1446.6757,-2.3648517,-.59121293,-7.7103882,-6.3086548,108.0218,5.8000002,231.08524
2004,01,5.9666667,444.3634,Alabama,2004q1,1,3.1605172,109.54272,50.659061,1147.6436,95.979408,2089.4204,178.54543,2953.645,232.14174,3748.7698,44.661152,977.18237,65.864349,1447.6829,-3.1605172,-.7901293,-7.5146484,-6.9571533,108.34085,5.8333335,232.14174
2004,01,5.8333335,444.26407,Alabama,2004q2,1,2.108505,109.91614,48.731209,1147.9878,100.05524,2089.9648,180.73273,2956.0945,233.12019,3752.5576,44.351479,977.435,67.053284,1448.0538,-2.108505,-.52712625,-7.2955933,-7.4705811,109.64457,6.0666666,233.12019
2004,01,5.6666665,444.16791,Alabama,2004q3,1,2.8279521,110.25092,46.828136,1147.8615,104.7977,2090.0562,182.60832,2958.1125,233.95332,3755.9724,44.228493,977.28882,68.660233,1448.0157,-2.8279521,-.70698804,-7.2572937,-7.6649475,109.59293,6.1666665,233.95332
2004,01,5.3666668,444.07959,Alabama,2004q4,1,2.8590252,109.15923,45.074181,1147.0925,109.83817,2089.6768,184.76982,2960.2322,234.74019,3758.8967,44.289181,976.73462,70.563065,1447.5648,-2.8590252,-.71475631,-7.3316956,-7.7103882,109.06056,6.0333333,234.74019
